players,strategies,0.99 error,0.999 error,0.9999 error,0.99999 error
483,2,8.589014252857707e-14,1.3410599782105247e-13,1.6599921777157683e-13,1.727192842444397e-13
3,9,2.3588374479988597e-16,3.2406534802980634e-16,4.2794807850242935e-16,4.890835182884907e-16
260,6,NaN,NaN,NaN,NaN
67,12,NaN,NaN,NaN,NaN
99,11,NaN,NaN,NaN,NaN
195,8,NaN,NaN,NaN,NaN
355,7,NaN,NaN,NaN,NaN
322,8,NaN,NaN,NaN,NaN
97,15,NaN,NaN,NaN,NaN
68,15,NaN,NaN,NaN,NaN
322,14,NaN,NaN,NaN,NaN
162,7,NaN,NaN,NaN,NaN
294,16,NaN,NaN,NaN,NaN
323,13,NaN,NaN,NaN,NaN
354,12,NaN,NaN,NaN,NaN
323,15,NaN,NaN,NaN,NaN
291,12,NaN,NaN,NaN,NaN
131,14,NaN,NaN,NaN,NaN
323,7,NaN,NaN,NaN,NaN
227,14,NaN,NaN,NaN,NaN
387,15,NaN,NaN,NaN,NaN
227,12,NaN,NaN,NaN,NaN
450,9,NaN,NaN,NaN,NaN
227,7,NaN,NaN,NaN,NaN
354,6,NaN,NaN,NaN,NaN
228,6,NaN,NaN,NaN,NaN
228,12,NaN,NaN,NaN,NaN
421,5,NaN,NaN,NaN,NaN
451,9,NaN,NaN,NaN,NaN
386,8,NaN,NaN,NaN,NaN
482,9,NaN,NaN,NaN,NaN
3,7,2.364889863877199e-16,3.629199849965471e-16,5.077864187981857e-16,6.299947303827349e-16
162,10,NaN,NaN,NaN,NaN
325,5,NaN,NaN,NaN,NaN
451,11,NaN,NaN,NaN,NaN
29,2,4.544604727717011e-15,5.4514698100754674e-15,6.059472970289348e-15,6.128330617678999e-15
355,12,NaN,NaN,NaN,NaN
226,16,NaN,NaN,NaN,NaN
356,12,NaN,NaN,NaN,NaN
228,7,NaN,NaN,NaN,NaN
163,15,NaN,NaN,NaN,NaN
4,7,3.9752623540123355e-16,5.859525983014273e-16,7.193331878688988e-16,8.437717415540553e-16
30,2,6.2792040494216435e-15,7.475242915978147e-15,8.372272065895525e-15,8.67128178253465e-15
418,3,9.178395312781334e-14,1.051166870597997e-13,1.1162853558618376e-13,1.153746706455813e-13
6,15,2.777716878239584e-16,3.941701429522446e-16,5.096651411922663e-16,6.115981694307196e-16
100,3,4.489486929283979e-14,4.784924133662667e-14,4.92159994907003e-14,5.019536031257507e-14
450,3,1.680494714270072e-13,1.8565782575289874e-13,1.9306748785693817e-13,1.9635604575704558e-13
356,2,1.9874297372806155e-13,2.5308612004420774e-13,2.6764813080856425e-13,2.6781083483945093e-13
260,2,7.54465282260219e-14,1.22148239393797e-13,1.2835215674449773e-13,1.2849002157451332e-13
35,5,1.0324342678113095e-14,1.3072976969279795e-14,1.5070209876923148e-14,1.7034368043360216e-14
419,2,2.300666720647455e-13,2.6655793372830844e-13,2.8040573597017836e-13,2.812488079364146e-13
98,4,1.7435239934308323e-14,2.1979875418566793e-14,2.4077191775300264e-14,2.5138625415142657e-14
387,2,7.062547491553974e-14,8.699610587845948e-14,9.487370601706015e-14,9.56443408132276e-14
417,8,NaN,NaN,NaN,NaN
196,8,NaN,NaN,NaN,NaN
135,7,NaN,NaN,NaN,NaN
195,6,NaN,NaN,NaN,NaN
453,10,NaN,NaN,NaN,NaN
258,8,NaN,NaN,NaN,NaN
325,12,NaN,NaN,NaN,NaN
67,7,NaN,NaN,NaN,NaN
354,11,NaN,NaN,NaN,NaN
290,9,NaN,NaN,NaN,NaN
130,11,NaN,NaN,NaN,NaN
67,8,NaN,NaN,NaN,NaN
326,12,NaN,NaN,NaN,NaN
164,6,NaN,NaN,NaN,NaN
483,4,NaN,NaN,NaN,NaN
131,11,NaN,NaN,NaN,NaN
451,2,4.0243398601413786e-13,4.3004523719864135e-13,4.536134123168425e-13,4.540078587623354e-13
484,2,5.199420176218779e-13,5.483982463268818e-13,5.629236645613764e-13,5.632634404265107e-13
5,11,4.101026517867513e-16,5.565678845677339e-16,7.223814468701072e-16,7.762657337392078e-16
31,2,7.157867105880865e-15,8.661019198115847e-15,9.269437902115722e-15,9.34101657317453e-15
449,13,NaN,NaN,NaN,NaN
385,16,NaN,NaN,NaN,NaN
40,15,NaN,NaN,NaN,NaN
450,6,NaN,NaN,NaN,NaN
32,2,5.788978711143509e-15,7.37117546499302e-15,8.190194961103357e-15,8.264651278931568e-15
417,16,NaN,NaN,NaN,NaN
290,7,NaN,NaN,NaN,NaN
387,9,NaN,NaN,NaN,NaN
228,5,NaN,NaN,NaN,NaN
421,11,NaN,NaN,NaN,NaN
259,15,NaN,NaN,NaN,NaN
5,3,4.966460265849042e-16,7.809659734764929e-16,9.818218793786954e-16,1.054922270786592e-15
227,16,NaN,NaN,NaN,NaN
386,13,NaN,NaN,NaN,NaN
418,14,NaN,NaN,NaN,NaN
164,5,NaN,NaN,NaN,NaN
293,6,NaN,NaN,NaN,NaN
422,5,NaN,NaN,NaN,NaN
68,7,NaN,NaN,NaN,NaN
356,7,NaN,NaN,NaN,NaN
132,8,NaN,NaN,NaN,NaN
67,11,NaN,NaN,NaN,NaN
130,12,NaN,NaN,NaN,NaN
162,9,NaN,NaN,NaN,NaN
226,10,NaN,NaN,NaN,NaN
389,10,NaN,NaN,NaN,NaN
100,11,NaN,NaN,NaN,NaN
385,11,NaN,NaN,NaN,NaN
260,16,NaN,NaN,NaN,NaN
163,11,NaN,NaN,NaN,NaN
162,13,NaN,NaN,NaN,NaN
418,9,NaN,NaN,NaN,NaN
68,8,NaN,NaN,NaN,NaN
484,12,NaN,NaN,NaN,NaN
423,5,NaN,NaN,NaN,NaN
483,9,NaN,NaN,NaN,NaN
356,8,NaN,NaN,NaN,NaN
67,10,NaN,NaN,NaN,NaN
34,13,NaN,NaN,NaN,NaN
451,12,NaN,NaN,NaN,NaN
420,7,NaN,NaN,NaN,NaN
131,15,NaN,NaN,NaN,NaN
228,13,NaN,NaN,NaN,NaN
484,9,NaN,NaN,NaN,NaN
69,15,NaN,NaN,NaN,NaN
259,5,NaN,NaN,NaN,NaN
196,12,NaN,NaN,NaN,NaN
66,14,NaN,NaN,NaN,NaN
483,5,NaN,NaN,NaN,NaN
482,14,NaN,NaN,NaN,NaN
387,7,NaN,NaN,NaN,NaN
291,14,NaN,NaN,NaN,NaN
450,13,NaN,NaN,NaN,NaN
228,9,NaN,NaN,NaN,NaN
390,10,NaN,NaN,NaN,NaN
421,12,NaN,NaN,NaN,NaN
354,13,NaN,NaN,NaN,NaN
454,14,NaN,NaN,NaN,NaN
69,7,NaN,NaN,NaN,NaN
131,10,NaN,NaN,NaN,NaN
260,15,NaN,NaN,NaN,NaN
163,13,NaN,NaN,NaN,NaN
291,7,NaN,NaN,NaN,NaN
98,12,NaN,NaN,NaN,NaN
290,13,NaN,NaN,NaN,NaN
35,13,NaN,NaN,NaN,NaN
353,14,NaN,NaN,NaN,NaN
261,16,NaN,NaN,NaN,NaN
483,10,NaN,NaN,NaN,NaN
419,15,NaN,NaN,NaN,NaN
130,9,NaN,NaN,NaN,NaN
164,16,NaN,NaN,NaN,NaN
260,14,NaN,NaN,NaN,NaN
98,14,NaN,NaN,NaN,NaN
66,9,NaN,NaN,NaN,NaN
418,10,NaN,NaN,NaN,NaN
483,6,NaN,NaN,NaN,NaN
33,14,NaN,NaN,NaN,NaN
163,8,NaN,NaN,NaN,NaN
388,14,NaN,NaN,NaN,NaN
452,11,NaN,NaN,NaN,NaN
197,8,NaN,NaN,NaN,NaN
98,13,NaN,NaN,NaN,NaN
4,9,4.274023049092101e-16,5.850106437099256e-16,7.63763895954625e-16,9.100165568821063e-16
227,10,NaN,NaN,NaN,NaN
386,5,NaN,NaN,NaN,NaN
449,7,NaN,NaN,NaN,NaN
293,8,NaN,NaN,NaN,NaN
165,6,NaN,NaN,NaN,NaN
326,9,NaN,NaN,NaN,NaN
6,3,5.964580973109668e-16,8.6983472524516e-16,1.0760748913776413e-15,1.0935065117367725e-15
388,9,NaN,NaN,NaN,NaN
98,15,NaN,NaN,NaN,NaN
5,13,3.891674226243065e-16,5.249387288778725e-16,6.891506442305429e-16,8.431960823526641e-16
163,9,NaN,NaN,NaN,NaN
68,13,NaN,NaN,NaN,NaN
5,7,3.997396477397113e-16,5.464537060200116e-16,7.017546476374252e-16,7.994792954794226e-16
4,16,2.907038114469292e-16,4.07254198262862e-16,5.370717282426616e-16,6.347211333776911e-16
68,12,NaN,NaN,NaN,NaN
34,12,NaN,NaN,NaN,NaN
291,9,NaN,NaN,NaN,NaN
451,13,NaN,NaN,NaN,NaN
229,7,NaN,NaN,NaN,NaN
323,11,NaN,NaN,NaN,NaN
452,13,NaN,NaN,NaN,NaN
451,5,NaN,NaN,NaN,NaN
260,7,NaN,NaN,NaN,NaN
260,11,NaN,NaN,NaN,NaN
324,7,NaN,NaN,NaN,NaN
6,8,6.479423270339683e-16,8.722300556226497e-16,1.1089782135773689e-15,1.196201219139634e-15
354,15,NaN,NaN,NaN,NaN
262,16,NaN,NaN,NaN,NaN
355,11,NaN,NaN,NaN,NaN
194,14,NaN,NaN,NaN,NaN
98,10,NaN,NaN,NaN,NaN
163,10,NaN,NaN,NaN,NaN
195,15,NaN,NaN,NaN,NaN
455,14,NaN,NaN,NaN,NaN
484,6,NaN,NaN,NaN,NaN
324,6,NaN,NaN,NaN,NaN
228,14,NaN,NaN,NaN,NaN
196,6,NaN,NaN,NaN,NaN
385,6,NaN,NaN,NaN,NaN
327,12,NaN,NaN,NaN,NaN
68,11,NaN,NaN,NaN,NaN
71,3,9.031783571117188e-15,1.2227080117551225e-14,1.4555313532116463e-14,1.5310832984525053e-14
6,7,6.123804806444975e-16,7.850288923649321e-16,9.292178725952257e-16,1.1040331858830433e-15
6,11,2.9330145816008867e-16,4.1081060737184023e-16,5.506786821448771e-16,5.985637849400838e-16
388,7,NaN,NaN,NaN,NaN
355,10,NaN,NaN,NaN,NaN
260,5,NaN,NaN,NaN,NaN
357,16,NaN,NaN,NaN,NaN
420,15,NaN,NaN,NaN,NaN
323,8,NaN,NaN,NaN,NaN
424,5,NaN,NaN,NaN,NaN
163,12,NaN,NaN,NaN,NaN
98,16,NaN,NaN,NaN,NaN
484,4,NaN,NaN,NaN,NaN
131,6,NaN,NaN,NaN,NaN
7,8,5.393971964486391e-16,7.248741382675405e-16,9.404783034047788e-16,1.060864280566785e-15
101,3,3.336080930827544e-14,3.84518205600152e-14,4.195044284237691e-14,4.2602100206918686e-14
261,2,5.205442061503667e-14,7.041177667734429e-14,7.329605090738317e-14,7.364425067416408e-14
5,9,4.336419835946839e-16,5.365097279012993e-16,6.236065818188896e-16,6.328909163948609e-16
292,2,6.621529209741151e-14,7.439482818003293e-14,7.770233111696431e-14,7.788208575097198e-14
196,2,5.991666372756521e-14,7.00097336641463e-14,7.409363479455483e-14,7.47937321311963e-14
67,4,7.694481515226618e-15,1.0715595299364784e-14,1.279918327424127e-14,1.3766563405433924e-14
7,15,7.808950944269751e-16,9.7707729319968e-16,1.156540469501662e-15,1.3559439987260864e-15
357,2,6.802647659552529e-14,1.0222877336474022e-13,1.1173080678646287e-13,1.1205846311134986e-13
420,2,1.5463817731319836e-13,2.2711538914747318e-13,2.3900218379529956e-13,2.3941066471103244e-13
421,15,NaN,NaN,NaN,NaN
99,12,NaN,NaN,NaN,NaN
228,10,NaN,NaN,NaN,NaN
290,5,NaN,NaN,NaN,NaN
166,6,NaN,NaN,NaN,NaN
422,15,NaN,NaN,NaN,NaN
228,16,NaN,NaN,NaN,NaN
454,10,NaN,NaN,NaN,NaN
104,8,NaN,NaN,NaN,NaN
482,3,1.0290873447180699e-13,1.547787727301294e-13,2.285188472975409e-13,2.407770498074602e-13
260,3,4.855259840145788e-14,6.582398073357955e-14,9.652909160245687e-14,1.2579199921721227e-13
322,3,2.1148890857445824e-13,2.386754218518563e-13,2.4669881025328317e-13,2.606378245028077e-13
358,2,5.270853150935943e-14,7.383431094246444e-14,9.070253192412215e-14,9.074838760254688e-14
388,2,1.9236831164737228e-13,2.113777571009424e-13,2.188360084272235e-13,2.2447517406416776e-13
388,3,1.3697016872040978e-13,1.473467114229016e-13,1.5478717126630483e-13,1.5588569461763715e-13
130,3,4.81166408815002e-14,5.786465293287597e-14,6.531734819308478e-14,6.557238339210334e-14
292,12,NaN,NaN,NaN,NaN
451,16,NaN,NaN,NaN,NaN
164,9,NaN,NaN,NaN,NaN
132,11,NaN,NaN,NaN,NaN
99,14,NaN,NaN,NaN,NaN
259,8,NaN,NaN,NaN,NaN
323,14,NaN,NaN,NaN,NaN
258,13,NaN,NaN,NaN,NaN
69,8,NaN,NaN,NaN,NaN
485,11,NaN,NaN,NaN,NaN
194,10,NaN,NaN,NaN,NaN
197,12,NaN,NaN,NaN,NaN
105,8,NaN,NaN,NaN,NaN
165,16,NaN,NaN,NaN,NaN
422,11,NaN,NaN,NaN,NaN
101,11,NaN,NaN,NaN,NaN
133,11,NaN,NaN,NaN,NaN
261,11,NaN,NaN,NaN,NaN
483,7,NaN,NaN,NaN,NaN
261,15,NaN,NaN,NaN,NaN
423,15,NaN,NaN,NaN,NaN
229,12,NaN,NaN,NaN,NaN
7,4,6.315946500308326e-16,8.689883072451439e-16,1.0239182887766353e-15,1.1332426078819875e-15
165,5,NaN,NaN,NaN,NaN
35,12,NaN,NaN,NaN,NaN
451,15,NaN,NaN,NaN,NaN
164,8,NaN,NaN,NaN,NaN
166,5,NaN,NaN,NaN,NaN
291,10,NaN,NaN,NaN,NaN
69,12,NaN,NaN,NaN,NaN
229,8,NaN,NaN,NaN,NaN
198,8,NaN,NaN,NaN,NaN
386,12,NaN,NaN,NaN,NaN
131,12,NaN,NaN,NaN,NaN
133,8,NaN,NaN,NaN,NaN
418,16,NaN,NaN,NaN,NaN
324,8,NaN,NaN,NaN,NaN
261,6,NaN,NaN,NaN,NaN
99,7,NaN,NaN,NaN,NaN
70,15,NaN,NaN,NaN,NaN
452,9,NaN,NaN,NaN,NaN
69,13,NaN,NaN,NaN,NaN
229,10,NaN,NaN,NaN,NaN
483,8,NaN,NaN,NaN,NaN
163,7,NaN,NaN,NaN,NaN
452,12,NaN,NaN,NaN,NaN
261,7,NaN,NaN,NaN,NaN
391,10,NaN,NaN,NaN,NaN
358,9,NaN,NaN,NaN,NaN
291,15,NaN,NaN,NaN,NaN
356,11,NaN,NaN,NaN,NaN
262,6,NaN,NaN,NaN,NaN
35,16,NaN,NaN,NaN,NaN
136,7,NaN,NaN,NaN,NaN
357,7,NaN,NaN,NaN,NaN
67,14,NaN,NaN,NaN,NaN
455,10,NaN,NaN,NaN,NaN
423,11,NaN,NaN,NaN,NaN
132,14,NaN,NaN,NaN,NaN
196,5,NaN,NaN,NaN,NaN
292,7,NaN,NaN,NaN,NaN
195,9,NaN,NaN,NaN,NaN
195,11,NaN,NaN,NaN,NaN
293,12,NaN,NaN,NaN,NaN
357,8,NaN,NaN,NaN,NaN
165,9,NaN,NaN,NaN,NaN
7,3,6.822680705659418e-16,1.0107652835489723e-15,1.4225585472170721e-15,1.497430049702181e-15
452,16,NaN,NaN,NaN,NaN
131,13,NaN,NaN,NaN,NaN
165,8,NaN,NaN,NaN,NaN
482,13,NaN,NaN,NaN,NaN
195,10,NaN,NaN,NaN,NaN
322,16,NaN,NaN,NaN,NaN
67,16,NaN,NaN,NaN,NaN
8,4,1.3526552283774851e-15,1.7017275453781265e-15,1.9417147633160672e-15,1.998629169172764e-15
7,11,8.442599993250272e-16,1.0519002898932164e-15,1.2622803478718598e-15,1.355782595862368e-15
5,14,3.7981354242956385e-16,5.009436134644777e-16,6.338324755768541e-16,7.449656389449309e-16
5,16,4.1031371830926615e-16,5.49771623102793e-16,6.680769090869383e-16,7.598402190912336e-16
72,3,7.48814237922507e-15,9.699702265408939e-15,1.2208245954738837e-14,1.2821445523241702e-14
293,2,1.6724994998908135e-13,1.8828664320609881e-13,1.926807305621338e-13,1.9509747860795302e-13
359,2,1.0130938722241535e-13,1.1263143114326667e-13,1.1944592723146693e-13,1.2081209871613614e-13
389,2,1.1268298472665651e-13,1.2381748672559795e-13,1.2743607317404776e-13,1.2824696089358831e-13
421,2,3.847163893517757e-13,4.4268630417532474e-13,4.624117284458086e-13,4.626235766778305e-13
485,2,2.0068946347535966e-13,2.399799150578677e-13,2.543824056955975e-13,2.591122321555803e-13
228,3,7.254058370765916e-14,9.016436953337295e-14,1.1505150810376525e-13,1.2280238098429638e-13
419,9,NaN,NaN,NaN,NaN
326,5,NaN,NaN,NaN,NaN
485,9,NaN,NaN,NaN,NaN
198,12,NaN,NaN,NaN,NaN
196,15,NaN,NaN,NaN,NaN
196,13,NaN,NaN,NaN,NaN
70,12,NaN,NaN,NaN,NaN
358,16,NaN,NaN,NaN,NaN
228,15,NaN,NaN,NaN,NaN
41,15,NaN,NaN,NaN,NaN
197,6,NaN,NaN,NaN,NaN
483,14,NaN,NaN,NaN,NaN
258,12,NaN,NaN,NaN,NaN
386,6,NaN,NaN,NaN,NaN
137,7,NaN,NaN,NaN,NaN
357,11,NaN,NaN,NaN,NaN
323,16,NaN,NaN,NaN,NaN
36,12,NaN,NaN,NaN,NaN
324,11,NaN,NaN,NaN,NaN
453,13,NaN,NaN,NaN,NaN
294,12,NaN,NaN,NaN,NaN
484,5,NaN,NaN,NaN,NaN
295,16,NaN,NaN,NaN,NaN
324,15,NaN,NaN,NaN,NaN
70,8,NaN,NaN,NaN,NaN
358,7,NaN,NaN,NaN,NaN
35,9,NaN,NaN,NaN,NaN
36,5,2.3947372478728283e-15,3.2292425312168455e-15,3.644611133517819e-15,3.932492048308062e-15
6,14,2.6675066451323547e-16,3.7463164777075406e-16,4.9170403769911475e-16,6.122045248575159e-16
99,2,1.336231659255801e-14,1.5541562279781188e-14,1.6455771825650668e-14,1.736998137152015e-14
130,4,4.044695953436169e-14,4.7184554591645636e-14,5.2104068442995816e-14,5.4756328084593307e-14
227,2,1.3005945862411922e-13,1.466054844254125e-13,1.575720364099906e-13,1.585340146542518e-13
356,3,1.4152465572242485e-13,1.6138303598569842e-13,1.7885646371735335e-13,2.0065051189090454e-13
262,2,6.051068659783425e-14,7.242669039973435e-14,7.792745169591671e-14,7.792745169591671e-14
360,2,1.6428053403819432e-13,1.8167921134167167e-13,1.8900033055376688e-13,1.8926934889553247e-13
390,2,6.42610898812189e-14,7.831531385524088e-14,8.349318584567003e-14,8.756151383815008e-14
422,2,2.393857320324347e-13,3.3439037535442197e-13,3.6551513630919476e-13,3.65665739991234e-13
292,15,NaN,NaN,NaN,NaN
418,6,NaN,NaN,NaN,NaN
325,8,NaN,NaN,NaN,NaN
486,9,NaN,NaN,NaN,NaN
229,5,NaN,NaN,NaN,NaN
421,7,NaN,NaN,NaN,NaN
355,13,NaN,NaN,NaN,NaN
292,11,NaN,NaN,NaN,NaN
229,15,NaN,NaN,NaN,NaN
387,13,NaN,NaN,NaN,NaN
198,7,NaN,NaN,NaN,NaN
132,10,NaN,NaN,NaN,NaN
42,15,NaN,NaN,NaN,NaN
167,6,NaN,NaN,NaN,NaN
262,11,NaN,NaN,NaN,NaN
484,10,NaN,NaN,NaN,NaN
99,15,NaN,NaN,NaN,NaN
482,15,NaN,NaN,NaN,NaN
326,10,NaN,NaN,NaN,NaN
424,15,NaN,NaN,NaN,NaN
355,6,NaN,NaN,NaN,NaN
293,7,NaN,NaN,NaN,NaN
262,7,NaN,NaN,NaN,NaN
389,7,NaN,NaN,NaN,NaN
485,6,NaN,NaN,NaN,NaN
230,7,NaN,NaN,NaN,NaN
98,9,NaN,NaN,NaN,NaN
450,7,NaN,NaN,NaN,NaN
36,9,NaN,NaN,NaN,NaN
132,16,NaN,NaN,NaN,NaN
359,9,NaN,NaN,NaN,NaN
199,8,NaN,NaN,NaN,NaN
419,14,NaN,NaN,NaN,NaN
229,14,NaN,NaN,NaN,NaN
100,12,NaN,NaN,NaN,NaN
453,16,NaN,NaN,NaN,NaN
292,14,NaN,NaN,NaN,NaN
263,16,NaN,NaN,NaN,NaN
359,16,NaN,NaN,NaN,NaN
35,8,NaN,NaN,NaN,NaN
230,12,NaN,NaN,NaN,NaN
452,8,NaN,NaN,NaN,NaN
327,10,NaN,NaN,NaN,NaN
326,8,NaN,NaN,NaN,NaN
8,3,1.3558506001903892e-15,1.6941966473482691e-15,1.9267350634284478e-15,1.966828203675915e-15
6,9,3.4609523799112233e-16,4.983771427072162e-16,6.394108989361891e-16,6.975391624758427e-16
9,4,1.1163761219915948e-15,1.5477049662889206e-15,2.0330748567671664e-15,2.287209213863062e-15
35,2,1.1046261615961394e-14,1.1931378732624967e-14,1.248605212573414e-14,1.2698480233733397e-14
6,13,2.887207492246153e-16,4.173547509353156e-16,5.312461785732921e-16,6.467344782631383e-16
389,3,1.439062835288789e-13,1.5198932184051555e-13,1.5584639855492577e-13,1.7569683565106369e-13
100,2,6.42258012451442e-14,6.77759711632175e-14,6.906694204251687e-14,7.003517020199142e-14
134,2,2.2579731899776242e-14,2.67072454154224e-14,2.8560361515090204e-14,2.8589544445793635e-14
6,16,2.680869086634911e-16,3.773075010819504e-16,5.038744606737251e-16,5.774741009968535e-16
7,14,8.869880875568468e-16,1.0745147129655274e-15,1.2251407020940673e-15,1.3437027055225253e-15
261,3,6.72683210204434e-14,8.439706773320518e-14,1.0385593992409217e-13,1.3434202147976248e-13
229,3,2.153813816009716e-14,2.7738848037674545e-14,3.090328884971712e-14,3.255316218820712e-14
292,3,6.454279024137352e-14,8.208319259871075e-14,9.246671809867922e-14,9.318829621804356e-14
419,16,NaN,NaN,NaN,NaN
100,15,NaN,NaN,NaN,NaN
259,12,NaN,NaN,NaN,NaN
262,5,NaN,NaN,NaN,NaN
164,15,NaN,NaN,NaN,NaN
132,13,NaN,NaN,NaN,NaN
261,14,NaN,NaN,NaN,NaN
325,7,NaN,NaN,NaN,NaN
387,6,NaN,NaN,NaN,NaN
100,7,NaN,NaN,NaN,NaN
484,8,NaN,NaN,NaN,NaN
230,5,NaN,NaN,NaN,NaN
355,5,NaN,NaN,NaN,NaN
485,12,NaN,NaN,NaN,NaN
196,10,NaN,NaN,NaN,NaN
392,10,NaN,NaN,NaN,NaN
425,15,NaN,NaN,NaN,NaN
229,6,NaN,NaN,NaN,NaN
229,13,NaN,NaN,NaN,NaN
133,14,NaN,NaN,NaN,NaN
263,11,NaN,NaN,NaN,NaN
357,12,NaN,NaN,NaN,NaN
264,16,NaN,NaN,NaN,NaN
386,16,NaN,NaN,NaN,NaN
258,10,NaN,NaN,NaN,NaN
132,15,NaN,NaN,NaN,NaN
197,5,NaN,NaN,NaN,NaN
356,5,NaN,NaN,NaN,NaN
486,6,NaN,NaN,NaN,NaN
231,12,NaN,NaN,NaN,NaN
420,9,NaN,NaN,NaN,NaN
133,15,NaN,NaN,NaN,NaN
231,7,NaN,NaN,NaN,NaN
230,6,NaN,NaN,NaN,NaN
485,4,NaN,NaN,NaN,NaN
102,11,NaN,NaN,NaN,NaN
199,12,NaN,NaN,NaN,NaN
198,5,NaN,NaN,NaN,NaN
358,8,NaN,NaN,NaN,NaN
291,13,NaN,NaN,NaN,NaN
106,8,NaN,NaN,NaN,NaN
68,10,NaN,NaN,NaN,NaN
456,10,NaN,NaN,NaN,NaN
293,11,NaN,NaN,NaN,NaN
196,11,NaN,NaN,NaN,NaN
69,11,NaN,NaN,NaN,NaN
134,14,NaN,NaN,NaN,NaN
99,9,NaN,NaN,NaN,NaN
36,10,NaN,NaN,NaN,NaN
453,8,NaN,NaN,NaN,NaN
259,13,NaN,NaN,NaN,NaN
197,15,NaN,NaN,NaN,NaN
421,9,NaN,NaN,NaN,NaN
356,6,NaN,NaN,NaN,NaN
292,13,NaN,NaN,NaN,NaN
292,9,NaN,NaN,NaN,NaN
294,6,NaN,NaN,NaN,NaN
99,13,NaN,NaN,NaN,NaN
195,14,NaN,NaN,NaN,NaN
328,10,NaN,NaN,NaN,NaN
230,15,NaN,NaN,NaN,NaN
67,6,NaN,NaN,NaN,NaN
9,3,1.0301961786552465e-15,1.3416451096778619e-15,1.6512555196035224e-15,1.8080994155990042e-15
419,6,NaN,NaN,NaN,NaN
425,5,NaN,NaN,NaN,NaN
358,11,NaN,NaN,NaN,NaN
328,12,NaN,NaN,NaN,NaN
10,4,1.8671491289559147e-15,2.4660460193757363e-15,2.9944844520991085e-15,3.2763182828849068e-15
101,2,3.5574520540560934e-14,3.959518249748891e-14,4.150360729732109e-14,4.154066408955084e-14
102,3,1.2175947383796498e-14,2.1569774750627183e-14,2.5308535707402563e-14,2.617901222888643e-14
289,4,2.1295810325027368e-14,2.837801912837004e-14,3.375293746861751e-14,3.530863789820555e-14
228,2,1.444986113910927e-13,1.7450044172229412e-13,1.8401122603136888e-13,1.8515415290112892e-13
263,2,3.905172177441492e-14,5.6788954183404906e-14,6.334725860353565e-14,6.364536334990523e-14
423,2,1.6697891477461983e-13,2.7885652041918524e-13,3.12240751736975e-13,3.125873008510005e-13
452,2,8.554022798517525e-14,2.2129573795424044e-13,2.8562911547507055e-13,2.885691842353334e-13
486,2,1.5002446004658034e-13,2.2211780628785524e-13,2.8925850829686026e-13,2.923869281037314e-13
8,15,8.695849456122214e-16,1.1717664621964165e-15,1.5217736548213873e-15,1.701125549853908e-15
293,3,1.425815629201921e-13,1.5734452416445252e-13,1.6557928189169917e-13,1.810388348031136e-13
324,3,3.361597145701229e-14,4.211244149585441e-14,4.6881486736603385e-14,4.860728016782757e-14
357,3,6.270726399378817e-14,8.573044194187244e-14,1.0460684650454783e-13,1.0691935156381613e-13
325,15,NaN,NaN,NaN,NaN
456,14,NaN,NaN,NaN,NaN
70,7,NaN,NaN,NaN,NaN
296,16,NaN,NaN,NaN,NaN
324,13,NaN,NaN,NaN,NaN
324,14,NaN,NaN,NaN,NaN
36,13,NaN,NaN,NaN,NaN
71,15,NaN,NaN,NaN,NaN
263,5,NaN,NaN,NaN,NaN
101,7,NaN,NaN,NaN,NaN
35,11,NaN,NaN,NaN,NaN
359,7,NaN,NaN,NaN,NaN
37,13,NaN,NaN,NaN,NaN
390,7,NaN,NaN,NaN,NaN
164,14,NaN,NaN,NaN,NaN
483,15,NaN,NaN,NaN,NaN
422,7,NaN,NaN,NaN,NaN
294,8,NaN,NaN,NaN,NaN
43,15,NaN,NaN,NaN,NaN
387,8,NaN,NaN,NaN,NaN
453,11,NaN,NaN,NaN,NaN
100,6,NaN,NaN,NaN,NaN
357,5,NaN,NaN,NaN,NaN
199,7,NaN,NaN,NaN,NaN
327,5,NaN,NaN,NaN,NaN
132,12,NaN,NaN,NaN,NaN
226,11,NaN,NaN,NaN,NaN
422,9,NaN,NaN,NaN,NaN
423,7,NaN,NaN,NaN,NaN
196,14,NaN,NaN,NaN,NaN
454,11,NaN,NaN,NaN,NaN
133,13,NaN,NaN,NaN,NaN
166,16,NaN,NaN,NaN,NaN
71,12,NaN,NaN,NaN,NaN
72,15,NaN,NaN,NaN,NaN
291,5,NaN,NaN,NaN,NaN
168,6,NaN,NaN,NaN,NaN
71,8,NaN,NaN,NaN,NaN
10,3,1.5287128203412914e-15,1.9432291812415262e-15,2.2107539248012524e-15,2.443872395656556e-15
390,3,4.7856759654337995e-14,6.004291224752734e-14,7.320348029213313e-14,7.74335369382275e-14
103,3,1.044305233612985e-14,1.9877020784659296e-14,2.5517796953278827e-14,2.927831439902518e-14
7,13,7.912067185529385e-16,9.3302706244551e-16,1.0591118006138224e-15,1.128458406606394e-15
197,2,6.465385918518838e-14,7.174158171618497e-14,7.385925491142175e-14,7.398890837235462e-14
99,4,1.3280099051701078e-14,1.624078121542144e-14,1.905538707314022e-14,2.005146731065999e-14
66,5,1.182173166580093e-14,1.4424316477772947e-14,1.6285518603937197e-14,1.7386976825814786e-14
