players,actions,batch_size,min,max,mean,median,std,trials
34,3,10,7.16863511e9,7.16863511e9,7.16863511e9,7.16863511e9,NaN,1.0
45,3,10,NaN,NaN,NaN,NaN,NaN,0.0
87,6,1,NaN,NaN,NaN,NaN,NaN,0.0
6,3,100,2.1324644e7,6.63880759e8,1.0873173539130434e8,3.059414e7,2.1245876564996207e8,46.0
118,6,1,NaN,NaN,NaN,NaN,NaN,0.0
100,5,10,NaN,NaN,NaN,NaN,NaN,0.0
38,6,1,NaN,NaN,NaN,NaN,NaN,0.0
47,6,100,NaN,NaN,NaN,NaN,NaN,0.0
41,3,1,1.636693841e10,1.636693841e10,1.636693841e10,1.636693841e10,NaN,1.0
13,5,100,2.9474653107e10,2.9474653107e10,2.9474653107e10,2.9474653107e10,NaN,1.0
13,5,10,3.527189642e10,3.527189642e10,3.527189642e10,3.527189642e10,NaN,1.0
26,5,10,3.52469366745e11,3.52469366745e11,3.52469366745e11,3.52469366745e11,NaN,1.0
24,4,1,5.4210991197e10,5.4210991197e10,5.4210991197e10,5.4210991197e10,NaN,1.0
11,6,1,6.3998465845e10,6.3998465845e10,6.3998465845e10,6.3998465845e10,NaN,1.0
29,4,10,1.23983954122e11,1.23983954122e11,1.23983954122e11,1.23983954122e11,NaN,1.0
33,4,1,8.4976838187e10,8.4976838187e10,8.4976838187e10,8.4976838187e10,NaN,1.0
30,5,100,9.04329073825e11,9.04329073825e11,9.04329073825e11,9.04329073825e11,NaN,1.0
16,6,100,1.42878073752e11,1.42878073752e11,1.42878073752e11,1.42878073752e11,NaN,1.0
57,6,100,NaN,NaN,NaN,NaN,NaN,0.0
97,6,1,NaN,NaN,NaN,NaN,NaN,0.0
108,6,1,NaN,NaN,NaN,NaN,NaN,0.0
87,5,10,NaN,NaN,NaN,NaN,NaN,0.0
55,5,1,NaN,NaN,NaN,NaN,NaN,0.0
65,5,100,NaN,NaN,NaN,NaN,NaN,0.0
123,5,1,NaN,NaN,NaN,NaN,NaN,0.0
58,6,100,NaN,NaN,NaN,NaN,NaN,0.0
77,6,1,NaN,NaN,NaN,NaN,NaN,0.0
37,4,10,NaN,NaN,NaN,NaN,NaN,0.0
110,4,100,NaN,NaN,NaN,NaN,NaN,0.0
55,4,10,NaN,NaN,NaN,NaN,NaN,0.0
98,6,1,NaN,NaN,NaN,NaN,NaN,0.0
56,5,100,NaN,NaN,NaN,NaN,NaN,0.0
112,5,100,NaN,NaN,NaN,NaN,NaN,0.0
59,5,10,NaN,NaN,NaN,NaN,NaN,0.0
102,5,100,NaN,NaN,NaN,NaN,NaN,0.0
58,3,1,NaN,NaN,NaN,NaN,NaN,0.0
57,5,100,NaN,NaN,NaN,NaN,NaN,0.0
128,5,10,NaN,NaN,NaN,NaN,NaN,0.0
2,6,10,1.7272054e7,1.918503924e9,1.8877065614285713e8,2.4499079e7,4.319169144106768e8,28.0
51,4,100,NaN,NaN,NaN,NaN,NaN,0.0
49,4,10,NaN,NaN,NaN,NaN,NaN,0.0
16,3,100,1.636081122e9,3.098806257e9,2.012539544e9,1.6576353985e9,7.243211551181073e8,4.0
56,4,10,NaN,NaN,NaN,NaN,NaN,0.0
65,5,1,NaN,NaN,NaN,NaN,NaN,0.0
43,4,1,NaN,NaN,NaN,NaN,NaN,0.0
12,4,100,5.447141582e9,5.447141582e9,5.447141582e9,5.447141582e9,NaN,1.0
59,3,1,NaN,NaN,NaN,NaN,NaN,0.0
7,3,100,3.1022623e7,5.05283182e8,1.300981791e8,4.0086189e7,1.7411901144704124e8,40.0
61,3,100,NaN,NaN,NaN,NaN,NaN,0.0
35,3,10,8.224841877e9,8.224841877e9,8.224841877e9,8.224841877e9,NaN,1.0
14,5,100,2.7694680744e10,2.7694680744e10,2.7694680744e10,2.7694680744e10,NaN,1.0
12,6,1,5.6139634798e10,5.6139634798e10,5.6139634798e10,5.6139634798e10,NaN,1.0
30,4,10,7.0087993049e10,7.0087993049e10,7.0087993049e10,7.0087993049e10,NaN,1.0
25,5,1,3.80138796773e11,3.80138796773e11,3.80138796773e11,3.80138796773e11,NaN,1.0
20,5,10,9.7680582907e10,9.7680582907e10,9.7680582907e10,9.7680582907e10,NaN,1.0
119,6,1,NaN,NaN,NaN,NaN,NaN,0.0
58,6,1,NaN,NaN,NaN,NaN,NaN,0.0
73,5,100,NaN,NaN,NaN,NaN,NaN,0.0
59,6,100,NaN,NaN,NaN,NaN,NaN,0.0
48,5,10,NaN,NaN,NaN,NaN,NaN,0.0
105,5,1,NaN,NaN,NaN,NaN,NaN,0.0
66,5,100,NaN,NaN,NaN,NaN,NaN,0.0
111,4,100,NaN,NaN,NaN,NaN,NaN,0.0
42,6,10,NaN,NaN,NaN,NaN,NaN,0.0
62,3,10,NaN,NaN,NaN,NaN,NaN,0.0
51,6,10,NaN,NaN,NaN,NaN,NaN,0.0
52,6,10,NaN,NaN,NaN,NaN,NaN,0.0
53,6,10,NaN,NaN,NaN,NaN,NaN,0.0
54,6,10,NaN,NaN,NaN,NaN,NaN,0.0
55,6,10,NaN,NaN,NaN,NaN,NaN,0.0
56,6,10,NaN,NaN,NaN,NaN,NaN,0.0
60,3,1,NaN,NaN,NaN,NaN,NaN,0.0
64,6,100,NaN,NaN,NaN,NaN,NaN,0.0
62,4,100,NaN,NaN,NaN,NaN,NaN,0.0
8,3,100,6.6405558e7,1.414336059e9,4.313971292307692e8,7.2407159e7,4.9488960131539327e8,13.0
17,3,100,1.746387262e9,1.857440268e9,1.799106715e9,1.793492615e9,5.5738955179627374e7,3.0
14,6,10,1.21006299433e11,1.21006299433e11,1.21006299433e11,1.21006299433e11,NaN,1.0
42,3,1,1.6112647238e10,1.6112647238e10,1.6112647238e10,1.6112647238e10,NaN,1.0
111,6,10,NaN,NaN,NaN,NaN,NaN,0.0
53,4,1,NaN,NaN,NaN,NaN,NaN,0.0
74,5,100,NaN,NaN,NaN,NaN,NaN,0.0
25,4,1,3.116361937e10,3.116361937e10,3.116361937e10,3.116361937e10,NaN,1.0
32,4,100,7.291316861e10,7.291316861e10,7.291316861e10,7.291316861e10,NaN,1.0
18,6,1,4.91981068237e11,4.91981068237e11,4.91981068237e11,4.91981068237e11,NaN,1.0
24,5,100,1.93600236909e11,1.93600236909e11,1.93600236909e11,1.93600236909e11,NaN,1.0
19,6,10,3.83393588928e11,3.83393588928e11,3.83393588928e11,3.83393588928e11,NaN,1.0
17,6,100,2.06866606781e11,2.06866606781e11,2.06866606781e11,2.06866606781e11,NaN,1.0
32,5,1,6.67790343123e11,6.67790343123e11,6.67790343123e11,6.67790343123e11,NaN,1.0
26,5,1,1.96857780061e11,1.96857780061e11,1.96857780061e11,1.96857780061e11,NaN,1.0
27,5,10,3.48593234248e11,3.48593234248e11,3.48593234248e11,3.48593234248e11,NaN,1.0
43,6,10,NaN,NaN,NaN,NaN,NaN,0.0
63,3,10,NaN,NaN,NaN,NaN,NaN,0.0
91,6,10,NaN,NaN,NaN,NaN,NaN,0.0
65,6,100,NaN,NaN,NaN,NaN,NaN,0.0
46,3,10,NaN,NaN,NaN,NaN,NaN,0.0
75,5,100,NaN,NaN,NaN,NaN,NaN,0.0
60,4,1,NaN,NaN,NaN,NaN,NaN,0.0
50,4,10,NaN,NaN,NaN,NaN,NaN,0.0
112,4,100,NaN,NaN,NaN,NaN,NaN,0.0
113,5,100,NaN,NaN,NaN,NaN,NaN,0.0
42,4,100,NaN,NaN,NaN,NaN,NaN,0.0
69,5,10,NaN,NaN,NaN,NaN,NaN,0.0
88,5,10,NaN,NaN,NaN,NaN,NaN,0.0
44,4,1,NaN,NaN,NaN,NaN,NaN,0.0
103,5,100,NaN,NaN,NaN,NaN,NaN,0.0
57,4,10,NaN,NaN,NaN,NaN,NaN,0.0
101,5,10,NaN,NaN,NaN,NaN,NaN,0.0
109,5,10,NaN,NaN,NaN,NaN,NaN,0.0
112,6,10,NaN,NaN,NaN,NaN,NaN,0.0
113,6,10,NaN,NaN,NaN,NaN,NaN,0.0
114,6,10,NaN,NaN,NaN,NaN,NaN,0.0
115,6,10,NaN,NaN,NaN,NaN,NaN,0.0
116,6,10,NaN,NaN,NaN,NaN,NaN,0.0
3,6,10,7.5221309e7,1.357524206e9,3.66776724e8,3.82470503e8,3.332991976130446e8,14.0
17,3,10,9.98871041e8,2.411259088e9,1.756435312e9,1.859175807e9,7.117771461712945e8,3.0
18,3,100,1.066615176e9,2.464602412e9,1.70714941375e9,1.6486900335e9,6.980909888576671e8,4.0
30,3,1,5.031795447e9,5.031795447e9,5.031795447e9,5.031795447e9,NaN,1.0
47,3,10,NaN,NaN,NaN,NaN,NaN,0.0
91,4,100,NaN,NaN,NaN,NaN,NaN,0.0
39,6,1,NaN,NaN,NaN,NaN,NaN,0.0
39,5,10,NaN,NaN,NaN,NaN,NaN,0.0
31,3,100,3.369784515e9,7.747713728e9,5.5587491215e9,5.5587491215e9,3.095663434066985e9,2.0
36,3,10,1.0783763602e10,1.0783763602e10,1.0783763602e10,1.0783763602e10,NaN,1.0
9,3,100,7.2932867e7,3.98395781e8,2.595320788e8,3.72776817e8,1.5341452076792553e8,20.0
36,6,100,NaN,NaN,NaN,NaN,NaN,0.0
48,6,100,NaN,NaN,NaN,NaN,NaN,0.0
61,3,1,NaN,NaN,NaN,NaN,NaN,0.0
124,5,1,NaN,NaN,NaN,NaN,NaN,0.0
71,6,10,NaN,NaN,NaN,NaN,NaN,0.0
64,4,10,NaN,NaN,NaN,NaN,NaN,0.0
59,6,1,NaN,NaN,NaN,NaN,NaN,0.0
64,3,10,NaN,NaN,NaN,NaN,NaN,0.0
54,4,1,NaN,NaN,NaN,NaN,NaN,0.0
76,5,100,NaN,NaN,NaN,NaN,NaN,0.0
125,6,1,NaN,NaN,NaN,NaN,NaN,0.0
126,6,100,NaN,NaN,NaN,NaN,NaN,0.0
62,3,1,NaN,NaN,NaN,NaN,NaN,0.0
92,6,10,NaN,NaN,NaN,NaN,NaN,0.0
93,6,10,NaN,NaN,NaN,NaN,NaN,0.0
94,6,10,NaN,NaN,NaN,NaN,NaN,0.0
95,6,10,NaN,NaN,NaN,NaN,NaN,0.0
96,6,10,NaN,NaN,NaN,NaN,NaN,0.0
37,6,100,NaN,NaN,NaN,NaN,NaN,0.0
38,6,100,NaN,NaN,NaN,NaN,NaN,0.0
39,6,100,NaN,NaN,NaN,NaN,NaN,0.0
40,6,100,NaN,NaN,NaN,NaN,NaN,0.0
48,3,100,NaN,NaN,NaN,NaN,NaN,0.0
49,3,100,NaN,NaN,NaN,NaN,NaN,0.0
65,3,10,NaN,NaN,NaN,NaN,NaN,0.0
113,4,100,NaN,NaN,NaN,NaN,NaN,0.0
89,5,10,NaN,NaN,NaN,NaN,NaN,0.0
52,3,1,NaN,NaN,NaN,NaN,NaN,0.0
63,4,100,NaN,NaN,NaN,NaN,NaN,0.0
67,5,100,NaN,NaN,NaN,NaN,NaN,0.0
104,5,100,NaN,NaN,NaN,NaN,NaN,0.0
55,4,1,NaN,NaN,NaN,NaN,NaN,0.0
4,6,10,9.80732796e8,1.179188918e9,1.1099237296e9,1.125150729e9,8.227191505458193e7,5.0
43,3,1,2.7888144831e10,2.7888144831e10,2.7888144831e10,2.7888144831e10,NaN,1.0
19,3,100,2.002651291e9,4.048132071e9,2.8726631383333335e9,2.567206053e9,1.0563976185947238e9,3.0
5,6,10,1.437087409e9,3.089543486e9,2.1166070146666667e9,1.823190149e9,8.64420536774084e8,3.0
66,6,100,NaN,NaN,NaN,NaN,NaN,0.0
60,5,10,NaN,NaN,NaN,NaN,NaN,0.0
38,4,10,NaN,NaN,NaN,NaN,NaN,0.0
63,3,1,NaN,NaN,NaN,NaN,NaN,0.0
90,5,10,NaN,NaN,NaN,NaN,NaN,0.0
39,4,10,NaN,NaN,NaN,NaN,NaN,0.0
125,5,1,NaN,NaN,NaN,NaN,NaN,0.0
92,4,100,NaN,NaN,NaN,NaN,NaN,0.0
56,5,1,NaN,NaN,NaN,NaN,NaN,0.0
13,4,100,8.544055038e9,8.544055038e9,8.544055038e9,8.544055038e9,NaN,1.0
10,3,100,9.3780884e7,1.606356308e9,4.881544578181818e8,6.45297815e8,4.657770005778192e8,11.0
43,4,100,NaN,NaN,NaN,NaN,NaN,0.0
50,3,100,NaN,NaN,NaN,NaN,NaN,0.0
78,6,1,NaN,NaN,NaN,NaN,NaN,0.0
25,6,100,NaN,NaN,NaN,NaN,NaN,0.0
26,6,100,NaN,NaN,NaN,NaN,NaN,0.0
27,6,100,NaN,NaN,NaN,NaN,NaN,0.0
28,6,100,NaN,NaN,NaN,NaN,NaN,0.0
29,6,100,NaN,NaN,NaN,NaN,NaN,0.0
30,6,100,NaN,NaN,NaN,NaN,NaN,0.0
126,6,1,NaN,NaN,NaN,NaN,NaN,0.0
127,6,1,NaN,NaN,NaN,NaN,NaN,0.0
128,6,1,NaN,NaN,NaN,NaN,NaN,0.0
20,3,100,2.287116296e9,4.007767523e9,3.1474419095e9,3.1474419095e9,1.2166841506686535e9,2.0
4,3,10,9.075971e6,8.99443571e8,6.447266673809524e7,1.49281255e7,2.048090349959538e8,84.0
21,3,100,2.379194098e9,3.278448483e9,2.8288212905e9,2.8288212905e9,6.358688736452384e8,2.0
124,5,100,NaN,NaN,NaN,NaN,NaN,0.0
114,5,100,NaN,NaN,NaN,NaN,NaN,0.0
49,6,100,NaN,NaN,NaN,NaN,NaN,0.0
65,4,10,NaN,NaN,NaN,NaN,NaN,0.0
127,6,100,NaN,NaN,NaN,NaN,NaN,0.0
15,4,1,1.7089224202e10,1.7089224202e10,1.7089224202e10,1.7089224202e10,NaN,1.0
14,4,100,1.0641068475e10,1.0641068475e10,1.0641068475e10,1.0641068475e10,NaN,1.0
58,4,10,NaN,NaN,NaN,NaN,NaN,0.0
70,5,10,NaN,NaN,NaN,NaN,NaN,0.0
40,6,1,NaN,NaN,NaN,NaN,NaN,0.0
57,5,1,NaN,NaN,NaN,NaN,NaN,0.0
77,5,100,NaN,NaN,NaN,NaN,NaN,0.0
45,5,1,NaN,NaN,NaN,NaN,NaN,0.0
52,4,100,NaN,NaN,NaN,NaN,NaN,0.0
47,6,1,NaN,NaN,NaN,NaN,NaN,0.0
109,6,1,NaN,NaN,NaN,NaN,NaN,0.0
105,5,100,NaN,NaN,NaN,NaN,NaN,0.0
40,5,10,NaN,NaN,NaN,NaN,NaN,0.0
53,3,1,NaN,NaN,NaN,NaN,NaN,0.0
60,6,100,NaN,NaN,NaN,NaN,NaN,0.0
115,6,100,NaN,NaN,NaN,NaN,NaN,0.0
61,5,10,NaN,NaN,NaN,NaN,NaN,0.0
88,6,1,NaN,NaN,NaN,NaN,NaN,0.0
45,4,1,NaN,NaN,NaN,NaN,NaN,0.0
67,6,100,NaN,NaN,NaN,NaN,NaN,0.0
49,5,10,NaN,NaN,NaN,NaN,NaN,0.0
115,5,100,NaN,NaN,NaN,NaN,NaN,0.0
44,6,10,NaN,NaN,NaN,NaN,NaN,0.0
61,4,1,NaN,NaN,NaN,NaN,NaN,0.0
106,5,100,NaN,NaN,NaN,NaN,NaN,0.0
45,6,10,NaN,NaN,NaN,NaN,NaN,0.0
79,6,1,NaN,NaN,NaN,NaN,NaN,0.0
80,6,1,NaN,NaN,NaN,NaN,NaN,0.0
81,6,1,NaN,NaN,NaN,NaN,NaN,0.0
82,6,1,NaN,NaN,NaN,NaN,NaN,0.0
53,4,100,NaN,NaN,NaN,NaN,NaN,0.0
66,3,10,NaN,NaN,NaN,NaN,NaN,0.0
125,5,100,NaN,NaN,NaN,NaN,NaN,0.0
62,5,10,NaN,NaN,NaN,NaN,NaN,0.0
126,5,1,NaN,NaN,NaN,NaN,NaN,0.0
44,4,100,NaN,NaN,NaN,NaN,NaN,0.0
5,3,10,1.946031e7,6.46792097e8,1.1179664380434783e8,2.36654455e7,2.122565758304926e8,46.0
46,6,10,NaN,NaN,NaN,NaN,NaN,0.0
56,4,1,NaN,NaN,NaN,NaN,NaN,0.0
91,5,10,NaN,NaN,NaN,NaN,NaN,0.0
50,6,100,NaN,NaN,NaN,NaN,NaN,0.0
68,6,100,NaN,NaN,NaN,NaN,NaN,0.0
59,4,10,NaN,NaN,NaN,NaN,NaN,0.0
31,3,1,7.902427895e9,7.902427895e9,7.902427895e9,7.902427895e9,NaN,1.0
16,4,1,1.0526189627e10,1.0526189627e10,1.0526189627e10,1.0526189627e10,NaN,1.0
15,5,100,7.0169675233e10,7.0169675233e10,7.0169675233e10,7.0169675233e10,NaN,1.0
26,4,1,5.5655869142e10,5.5655869142e10,5.5655869142e10,5.5655869142e10,NaN,1.0
128,6,100,NaN,NaN,NaN,NaN,NaN,0.0
64,4,100,NaN,NaN,NaN,NaN,NaN,0.0
66,5,1,NaN,NaN,NaN,NaN,NaN,0.0
60,4,10,NaN,NaN,NaN,NaN,NaN,0.0
98,4,100,NaN,NaN,NaN,NaN,NaN,0.0
6,3,10,3.2872269e7,2.095410799e9,3.51762170625e8,3.64589695e7,6.248664472914976e8,16.0
11,3,100,1.41671906e8,2.202439544e9,1.0352135214e9,9.23964087e8,7.396354522561536e8,5.0
37,3,10,1.0566817495e10,1.0566817495e10,1.0566817495e10,1.0566817495e10,NaN,1.0
7,3,10,3.1406395e7,6.92213085e8,1.570908403939394e8,4.4121436e7,2.520201953000489e8,33.0
72,6,10,NaN,NaN,NaN,NaN,NaN,0.0
102,5,10,NaN,NaN,NaN,NaN,NaN,0.0
41,5,10,NaN,NaN,NaN,NaN,NaN,0.0
58,5,1,NaN,NaN,NaN,NaN,NaN,0.0
33,5,1,NaN,NaN,NaN,NaN,NaN,0.0
89,6,1,NaN,NaN,NaN,NaN,NaN,0.0
50,5,10,NaN,NaN,NaN,NaN,NaN,0.0
73,6,10,NaN,NaN,NaN,NaN,NaN,0.0
120,6,1,NaN,NaN,NaN,NaN,NaN,0.0
92,5,10,NaN,NaN,NaN,NaN,NaN,0.0
93,5,10,NaN,NaN,NaN,NaN,NaN,0.0
66,4,10,NaN,NaN,NaN,NaN,NaN,0.0
67,4,10,NaN,NaN,NaN,NaN,NaN,0.0
6,6,10,2.215435439e9,9.9517164e9,6.0835759195e9,6.0835759195e9,5.47037672868748e9,2.0
32,3,1,7.247805777e9,7.247805777e9,7.247805777e9,7.247805777e9,NaN,1.0
110,5,10,NaN,NaN,NaN,NaN,NaN,0.0
46,5,1,NaN,NaN,NaN,NaN,NaN,0.0
54,4,100,NaN,NaN,NaN,NaN,NaN,0.0
127,5,1,NaN,NaN,NaN,NaN,NaN,0.0
71,5,10,NaN,NaN,NaN,NaN,NaN,0.0
107,5,100,NaN,NaN,NaN,NaN,NaN,0.0
72,5,1,NaN,NaN,NaN,NaN,NaN,0.0
116,5,100,NaN,NaN,NaN,NaN,NaN,0.0
90,6,1,NaN,NaN,NaN,NaN,NaN,0.0
67,3,10,NaN,NaN,NaN,NaN,NaN,0.0
41,6,1,NaN,NaN,NaN,NaN,NaN,0.0
103,5,10,NaN,NaN,NaN,NaN,NaN,0.0
69,6,100,NaN,NaN,NaN,NaN,NaN,0.0
114,4,100,NaN,NaN,NaN,NaN,NaN,0.0
34,5,1,NaN,NaN,NaN,NaN,NaN,0.0
51,3,100,NaN,NaN,NaN,NaN,NaN,0.0
91,6,1,NaN,NaN,NaN,NaN,NaN,0.0
33,3,1,8.361258891e9,8.361258891e9,8.361258891e9,8.361258891e9,NaN,1.0
126,5,100,NaN,NaN,NaN,NaN,NaN,0.0
93,4,100,NaN,NaN,NaN,NaN,NaN,0.0
67,5,1,NaN,NaN,NaN,NaN,NaN,0.0
110,6,1,NaN,NaN,NaN,NaN,NaN,0.0
111,5,10,NaN,NaN,NaN,NaN,NaN,0.0
100,6,10,NaN,NaN,NaN,NaN,NaN,0.0
42,5,10,NaN,NaN,NaN,NaN,NaN,0.0
74,6,10,NaN,NaN,NaN,NaN,NaN,0.0
117,5,100,NaN,NaN,NaN,NaN,NaN,0.0
35,5,1,NaN,NaN,NaN,NaN,NaN,0.0
63,5,10,NaN,NaN,NaN,NaN,NaN,0.0
59,5,1,NaN,NaN,NaN,NaN,NaN,0.0
51,5,10,NaN,NaN,NaN,NaN,NaN,0.0
62,4,1,NaN,NaN,NaN,NaN,NaN,0.0
94,5,100,NaN,NaN,NaN,NaN,NaN,0.0
111,6,1,NaN,NaN,NaN,NaN,NaN,0.0
60,6,1,NaN,NaN,NaN,NaN,NaN,0.0
99,4,100,NaN,NaN,NaN,NaN,NaN,0.0
127,5,100,NaN,NaN,NaN,NaN,NaN,0.0
95,5,100,NaN,NaN,NaN,NaN,NaN,0.0
72,5,10,NaN,NaN,NaN,NaN,NaN,0.0
73,5,1,NaN,NaN,NaN,NaN,NaN,0.0
112,6,1,NaN,NaN,NaN,NaN,NaN,0.0
99,6,1,NaN,NaN,NaN,NaN,NaN,0.0
94,4,100,NaN,NaN,NaN,NaN,NaN,0.0
33,4,100,2.40197980837e11,2.40197980837e11,2.40197980837e11,2.40197980837e11,NaN,1.0
34,4,1,2.62209965491e11,2.62209965491e11,2.62209965491e11,2.62209965491e11,NaN,1.0
16,5,100,1.23331229054e11,1.23331229054e11,1.23331229054e11,1.23331229054e11,NaN,1.0
47,5,1,NaN,NaN,NaN,NaN,NaN,0.0
73,5,10,NaN,NaN,NaN,NaN,NaN,0.0
75,6,10,NaN,NaN,NaN,NaN,NaN,0.0
116,6,100,NaN,NaN,NaN,NaN,NaN,0.0
40,4,10,NaN,NaN,NaN,NaN,NaN,0.0
36,5,1,NaN,NaN,NaN,NaN,NaN,0.0
70,6,100,NaN,NaN,NaN,NaN,NaN,0.0
100,4,100,NaN,NaN,NaN,NaN,NaN,0.0
112,5,10,NaN,NaN,NaN,NaN,NaN,0.0
100,6,1,NaN,NaN,NaN,NaN,NaN,0.0
61,6,1,NaN,NaN,NaN,NaN,NaN,0.0
128,5,1,NaN,NaN,NaN,NaN,NaN,0.0
76,6,100,NaN,NaN,NaN,NaN,NaN,0.0
101,6,10,NaN,NaN,NaN,NaN,NaN,0.0
92,6,1,NaN,NaN,NaN,NaN,NaN,0.0
42,6,1,NaN,NaN,NaN,NaN,NaN,0.0
21,5,10,1.77639042381e11,1.77639042381e11,1.77639042381e11,1.77639042381e11,NaN,1.0
17,5,100,5.2310099649e10,5.2310099649e10,5.2310099649e10,5.2310099649e10,NaN,1.0
117,6,100,NaN,NaN,NaN,NaN,NaN,0.0
96,5,100,NaN,NaN,NaN,NaN,NaN,0.0
43,5,10,NaN,NaN,NaN,NaN,NaN,0.0
52,5,10,NaN,NaN,NaN,NaN,NaN,0.0
68,5,1,NaN,NaN,NaN,NaN,NaN,0.0
48,6,1,NaN,NaN,NaN,NaN,NaN,0.0
37,5,1,NaN,NaN,NaN,NaN,NaN,0.0
48,5,1,NaN,NaN,NaN,NaN,NaN,0.0
101,6,1,NaN,NaN,NaN,NaN,NaN,0.0
46,4,1,NaN,NaN,NaN,NaN,NaN,0.0
118,6,100,NaN,NaN,NaN,NaN,NaN,0.0
113,5,10,NaN,NaN,NaN,NaN,NaN,0.0
76,6,10,NaN,NaN,NaN,NaN,NaN,0.0
77,6,100,NaN,NaN,NaN,NaN,NaN,0.0
102,6,10,NaN,NaN,NaN,NaN,NaN,0.0
121,6,1,NaN,NaN,NaN,NaN,NaN,0.0
62,6,1,NaN,NaN,NaN,NaN,NaN,0.0
2,6,1,2.0351893e7,6.21152056e8,1.0821344614583333e8,2.50559625e7,2.0462388237657344e8,48.0
15,6,10,2.08038135211e11,2.08038135211e11,2.08038135211e11,2.08038135211e11,NaN,1.0
34,4,100,9.5563080322e10,9.5563080322e10,9.5563080322e10,9.5563080322e10,NaN,1.0
63,4,1,NaN,NaN,NaN,NaN,NaN,0.0
49,6,1,NaN,NaN,NaN,NaN,NaN,0.0
53,5,10,NaN,NaN,NaN,NaN,NaN,0.0
101,4,100,NaN,NaN,NaN,NaN,NaN,0.0
38,5,1,NaN,NaN,NaN,NaN,NaN,0.0
69,5,1,NaN,NaN,NaN,NaN,NaN,0.0
78,6,100,NaN,NaN,NaN,NaN,NaN,0.0
122,6,1,NaN,NaN,NaN,NaN,NaN,0.0
102,6,1,NaN,NaN,NaN,NaN,NaN,0.0
103,6,10,NaN,NaN,NaN,NaN,NaN,0.0
49,5,1,NaN,NaN,NaN,NaN,NaN,0.0
79,6,100,NaN,NaN,NaN,NaN,NaN,0.0
119,6,100,NaN,NaN,NaN,NaN,NaN,0.0
97,5,100,NaN,NaN,NaN,NaN,NaN,0.0
104,6,10,NaN,NaN,NaN,NaN,NaN,0.0
102,4,100,NaN,NaN,NaN,NaN,NaN,0.0
120,6,100,NaN,NaN,NaN,NaN,NaN,0.0
80,6,100,NaN,NaN,NaN,NaN,NaN,0.0
105,6,10,NaN,NaN,NaN,NaN,NaN,0.0
103,4,100,NaN,NaN,NaN,NaN,NaN,0.0
106,6,10,NaN,NaN,NaN,NaN,NaN,0.0
104,4,100,NaN,NaN,NaN,NaN,NaN,0.0
64,4,1,NaN,NaN,NaN,NaN,NaN,0.0
65,4,1,NaN,NaN,NaN,NaN,NaN,0.0
39,5,1,NaN,NaN,NaN,NaN,NaN,0.0
66,4,1,NaN,NaN,NaN,NaN,NaN,0.0
35,4,1,1.3337761161e11,1.3337761161e11,1.3337761161e11,1.3337761161e11,NaN,1.0
31,5,100,1.308069072654e12,1.308069072654e12,1.308069072654e12,1.308069072654e12,NaN,1.0
50,6,1,NaN,NaN,NaN,NaN,NaN,0.0
25,5,100,5.05438251263e11,5.05438251263e11,5.05438251263e11,5.05438251263e11,NaN,1.0
22,5,10,2.80463544952e11,2.80463544952e11,2.80463544952e11,2.80463544952e11,NaN,1.0
51,6,1,NaN,NaN,NaN,NaN,NaN,0.0
36,4,1,2.18949161792e11,2.18949161792e11,2.18949161792e11,2.18949161792e11,NaN,1.0
52,6,1,NaN,NaN,NaN,NaN,NaN,0.0
27,5,1,8.25903857974e11,8.25903857974e11,8.25903857974e11,8.25903857974e11,NaN,1.0
18,6,100,7.5437505258e11,7.5437505258e11,7.5437505258e11,7.5437505258e11,NaN,1.0
16,6,10,2.39292043796e11,2.39292043796e11,2.39292043796e11,2.39292043796e11,NaN,1.0
28,5,10,6.72221101148e11,6.72221101148e11,6.72221101148e11,6.72221101148e11,NaN,1.0
23,5,10,1.79026594668e11,1.79026594668e11,1.79026594668e11,1.79026594668e11,NaN,1.0
19,6,1,5.52755632549e11,5.52755632549e11,5.52755632549e11,5.52755632549e11,NaN,1.0
20,6,10,5.43928424331e11,5.43928424331e11,5.43928424331e11,5.43928424331e11,NaN,1.0
26,5,100,2.89229286852e11,2.89229286852e11,2.89229286852e11,2.89229286852e11,NaN,1.0
24,6,1,2.207177126537e12,2.207177126537e12,2.207177126537e12,2.207177126537e12,NaN,1.0
27,6,10,4.741334658847e12,4.741334658847e12,4.741334658847e12,4.741334658847e12,NaN,1.0
28,5,1,4.72449842094e11,4.72449842094e11,4.72449842094e11,4.72449842094e11,NaN,1.0
19,6,100,4.96820345111e11,4.96820345111e11,4.96820345111e11,4.96820345111e11,NaN,1.0
29,5,10,5.30354808825e11,5.30354808825e11,5.30354808825e11,5.30354808825e11,NaN,1.0
27,5,100,3.76221431073e11,3.76221431073e11,3.76221431073e11,3.76221431073e11,NaN,1.0
32,5,100,8.09312862485e11,8.09312862485e11,8.09312862485e11,8.09312862485e11,NaN,1.0
33,5,100,NaN,NaN,NaN,NaN,NaN,0.0
34,5,100,NaN,NaN,NaN,NaN,NaN,0.0
35,5,100,NaN,NaN,NaN,NaN,NaN,0.0
36,5,100,NaN,NaN,NaN,NaN,NaN,0.0
37,5,100,NaN,NaN,NaN,NaN,NaN,0.0
20,6,1,5.85538234828e11,5.85538234828e11,5.85538234828e11,5.85538234828e11,NaN,1.0
